sku,_attribute_set,_product_websites,_store,_type,_root_category,_category,name,short_description,description,price,size,color,url_key,has_options,required_options,status,tax_class_id,visibility,qty,is_in_stock,manage_stock,_super_products_sku,_super_attribute_code,_super_attribute_option
2011035260145,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,プリントシフォンマキシドレス/M/BLACK,（未使用）,（未使用）,26250,M,BLACK,2011035260145,0,0,1,4,1,1,1,1,,,
2011035260237,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,プリントシフォンマキシドレス/S/WHITE,（未使用）,（未使用）,26250,S,WHITE,2011035260237,0,0,1,4,1,1,1,1,,,
2011035260244,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,プリントシフォンマキシドレス/M/WHITE,（未使用）,（未使用）,26250,M,WHITE,2011035260244,0,0,1,4,1,1,1,1,,,
2011035450539,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,ジャガード　ドレス/S/GRAY,（未使用）,（未使用）,15750,S,GRAY,2011035450539,0,0,1,4,1,1,1,1,,,
2011035450546,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,ジャガード　ドレス/M/GRAY,（未使用）,（未使用）,15750,M,GRAY,2011035450546,0,0,1,4,1,1,1,1,,,
2011035470513,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,タックドワンピース/FREE/GRAY,（未使用）,（未使用）,15750,FREE,GRAY,2011035470513,0,0,1,4,1,1,1,1,,,
2011035470711,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,タックドワンピース/FREE/BLUE,（未使用）,（未使用）,15750,FREE,BLUE,2011035470711,0,0,1,4,1,1,1,1,,,
2011035470919,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,タックドワンピース/FREE/YELLOW,（未使用）,（未使用）,15750,FREE,YELLOW,2011035470919,0,0,1,4,1,1,1,1,,,
2011035500135,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,ワンショルダードレス/S/BLACK,（未使用）,（未使用）,26250,S,BLACK,2011035500135,0,0,1,4,1,1,1,1,,,
2011035500142,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,ワンショルダードレス/M/BLACK,（未使用）,（未使用）,26250,M,BLACK,2011035500142,0,0,1,4,1,1,1,1,,,
2011036560633,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,ジオメトリックプリントドレス/S/PINK,（未使用）,（未使用）,15750,S,PINK,2011036560633,0,0,1,4,1,1,1,1,,,
2011036560640,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,ジオメトリックプリントドレス/M/PINK,（未使用）,（未使用）,15750,M,PINK,2011036560640,0,0,1,4,1,1,1,1,,,
2011036560831,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,ジオメトリックプリントドレス/S/NAVY,（未使用）,（未使用）,15750,S,NAVY,2011036560831,0,0,1,4,1,1,1,1,,,
2011036560848,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,ジオメトリックプリントドレス/M/NAVY,（未使用）,（未使用）,15750,M,NAVY,2011036560848,0,0,1,4,1,1,1,1,,,
2011036580112,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,オフショルダーマキシドレス/FREE/BLACK,（未使用）,（未使用）,19950,FREE,BLACK,2011036580112,0,0,1,4,1,1,1,1,,,
2011036580419,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,オフショルダーマキシドレス/FREE/BEIGE,（未使用）,（未使用）,19950,FREE,BEIGE,2011036580419,0,0,1,4,1,1,1,1,,,
2011036580716,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,オフショルダーマキシドレス/FREE/BLUE,（未使用）,（未使用）,19950,FREE,BLUE,2011036580716,0,0,1,4,1,1,1,1,,,
2011036600438,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,タックリボンドレス/S/BEIGE,（未使用）,（未使用）,13650,S,BEIGE,2011036600438,0,0,1,4,1,1,1,1,,,
2011036600445,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,タックリボンドレス/M/BEIGE,（未使用）,（未使用）,13650,M,BEIGE,2011036600445,0,0,1,4,1,1,1,1,,,
2011036600735,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,タックリボンドレス/S/BLUE,（未使用）,（未使用）,13650,S,BLUE,2011036600735,0,0,1,4,1,1,1,1,,,
2011036600742,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,タックリボンドレス/M/BLUE,（未使用）,（未使用）,13650,M,BLUE,2011036600742,0,0,1,4,1,1,1,1,,,
2011037090412,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,取り外しフリルニットワンピース/FREE/BEIGE,（未使用）,（未使用）,14700,FREE,BEIGE,2011037090412,0,0,1,4,1,1,1,1,,,
2011037090511,属性セット（標準）,dannyanne,,simple,Danny&Anne,ワンピース,取り外しフリルニットワンピース/FREE/GRAY,（未使用）,（未使用）,14700,FREE,GRAY,2011037090511,0,0,1,4,1,1,1,1,,,
2011045110119,属性セット（標準）,dannyanne,,simple,Danny&Anne,サロペット／オーバーオール,カシュクールショートサロペット/FREE/BLACK,（未使用）,（未使用）,12600,FREE,BLACK,2011045110119,0,0,1,4,1,1,1,1,,,
2011045111611,属性セット（標準）,dannyanne,,simple,Danny&Anne,サロペット／オーバーオール,カシュクールショートサロペット/FREE/SILVER,（未使用）,（未使用）,12600,FREE,SILVER,2011045111611,0,0,1,4,1,1,1,1,,,
2011045120415,属性セット（標準）,dannyanne,,simple,Danny&Anne,サロペット／オーバーオール,ワンショルダーサロペット/FREE/BEIGE,（未使用）,（未使用）,13650,FREE,BEIGE,2011045120415,0,0,1,4,1,1,1,1,,,
2011045120514,属性セット（標準）,dannyanne,,simple,Danny&Anne,サロペット／オーバーオール,ワンショルダーサロペット/FREE/GRAY,（未使用）,（未使用）,13650,FREE,GRAY,2011045120514,0,0,1,4,1,1,1,1,,,
2011046570219,属性セット（標準）,dannyanne,,simple,Danny&Anne,サロペット／オーバーオール,ボーダー×無地コンビメゾン/FREE/WHITE,（未使用）,（未使用）,13650,FREE,WHITE,2011046570219,0,0,1,4,1,1,1,1,,,
2011046570417,属性セット（標準）,dannyanne,,simple,Danny&Anne,サロペット／オーバーオール,ボーダー×無地コンビメゾン/FREE/BEIGE,（未使用）,（未使用）,13650,FREE,BEIGE,2011046570417,0,0,1,4,1,1,1,1,,,
2011046570516,属性セット（標準）,dannyanne,,simple,Danny&Anne,サロペット／オーバーオール,ボーダー×無地コンビメゾン/FREE/GRAY,（未使用）,（未使用）,13650,FREE,GRAY,2011046570516,0,0,1,4,1,1,1,1,,,
2011054280131,属性セット（標準）,dannyanne,,simple,Danny&Anne,スカート,ティアードタックスカート/S/BLACK,（未使用）,（未使用）,13650,S,BLACK,2011054280131,0,0,1,4,1,1,1,1,,,
2011054280148,属性セット（標準）,dannyanne,,simple,Danny&Anne,スカート,ティアードタックスカート/M/BLACK,（未使用）,（未使用）,13650,M,BLACK,2011054280148,0,0,1,4,1,1,1,1,,,
2011054281633,属性セット（標準）,dannyanne,,simple,Danny&Anne,スカート,ティアードタックスカート/S/SILVER,（未使用）,（未使用）,13650,S,SILVER,2011054281633,0,0,1,4,1,1,1,1,,,
2011054281640,属性セット（標準）,dannyanne,,simple,Danny&Anne,スカート,ティアードタックスカート/M/SILVER,（未使用）,（未使用）,13650,M,SILVER,2011054281640,0,0,1,4,1,1,1,1,,,
2011055620134,属性セット（標準）,dannyanne,,simple,Danny&Anne,スカート,形状記憶タフタフレアースカート/S/BLACK,（未使用）,（未使用）,14700,S,BLACK,2011055620134,0,0,1,4,1,1,1,1,,,
2011055620141,属性セット（標準）,dannyanne,,simple,Danny&Anne,スカート,形状記憶タフタフレアースカート/M/BLACK,（未使用）,（未使用）,14700,M,BLACK,2011055620141,0,0,1,4,1,1,1,1,,,
2011055621636,属性セット（標準）,dannyanne,,simple,Danny&Anne,スカート,形状記憶タフタフレアースカート/S/SILVER,（未使用）,（未使用）,14700,S,SILVER,2011055621636,0,0,1,4,1,1,1,1,,,
2011055621643,属性セット（標準）,dannyanne,,simple,Danny&Anne,スカート,形状記憶タフタフレアースカート/M/SILVER,（未使用）,（未使用）,14700,M,SILVER,2011055621643,0,0,1,4,1,1,1,1,,,
2011055630119,属性セット（標準）,dannyanne,,simple,Danny&Anne,スカート,ラップスカート/FREE/BLACK,（未使用）,（未使用）,12600,FREE,BLACK,2011055630119,0,0,1,4,1,1,1,1,,,
2011055630416,属性セット（標準）,dannyanne,,simple,Danny&Anne,スカート,ラップスカート/FREE/BEIGE,（未使用）,（未使用）,12600,FREE,BEIGE,2011055630416,0,0,1,4,1,1,1,1,,,
2011064290410,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,ファスナーポケットショートパンツ/FREE/BEIGE,（未使用）,（未使用）,11550,FREE,BEIGE,2011064290410,0,0,1,4,1,1,1,1,,,
2011064290519,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,ファスナーポケットショートパンツ/FREE/GRAY,（未使用）,（未使用）,11550,FREE,GRAY,2011064290519,0,0,1,4,1,1,1,1,,,
2011064290816,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,ファスナーポケットショートパンツ/FREE/NAVY,（未使用）,（未使用）,11550,FREE,NAVY,2011064290816,0,0,1,4,1,1,1,1,,,
2011064300133,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,2WAYラップショートパンツ/S/BLACK,（未使用）,（未使用）,13650,S,BLACK,2011064300133,0,0,1,4,1,1,1,1,,,
2011064300140,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,2WAYラップショートパンツ/M/BLACK,（未使用）,（未使用）,13650,M,BLACK,2011064300140,0,0,1,4,1,1,1,1,,,
2011064300638,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,2WAYラップショートパンツ/S/PINK,（未使用）,（未使用）,13650,S,PINK,2011064300638,0,0,1,4,1,1,1,1,,,
2011064300645,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,2WAYラップショートパンツ/M/PINK,（未使用）,（未使用）,13650,M,PINK,2011064300645,0,0,1,4,1,1,1,1,,,
2011064300737,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,2WAYラップショートパンツ/S/BLUE,（未使用）,（未使用）,13650,S,BLUE,2011064300737,0,0,1,4,1,1,1,1,,,
2011064300744,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,2WAYラップショートパンツ/M/BLUE,（未使用）,（未使用）,13650,M,BLUE,2011064300744,0,0,1,4,1,1,1,1,,,
2011064340511,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,レース×裏起毛スウェットショートパンツ/FREE/GRAY,（未使用）,（未使用）,10290,FREE,GRAY,2011064340511,0,0,1,4,1,1,1,1,,,
2011064342416,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,レース×裏起毛スウェットショートパンツ/FREE/D/GRAY,（未使用）,（未使用）,10290,FREE,D/GRAY,2011064342416,0,0,1,4,1,1,1,1,,,
2011065420137,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,プリントサテンキュロット/S/BLACK,（未使用）,（未使用）,15750,S,BLACK,2011065420137,0,0,1,4,1,1,1,1,,,
2011065420144,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,プリントサテンキュロット/M/BLACK,（未使用）,（未使用）,15750,M,BLACK,2011065420144,0,0,1,4,1,1,1,1,,,
2011065420236,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,プリントサテンキュロット/S/WHITE,（未使用）,（未使用）,15750,S,WHITE,2011065420236,0,0,1,4,1,1,1,1,,,
2011065420243,属性セット（標準）,dannyanne,,simple,Danny&Anne,ショートパンツ,プリントサテンキュロット/M/WHITE,（未使用）,（未使用）,15750,M,WHITE,2011065420243,0,0,1,4,1,1,1,1,,,
2011074350531,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,裏起毛スウェットパンツ/S/GRAY,（未使用）,（未使用）,9350,S,GRAY,2011074350531,0,0,1,4,1,1,1,1,,,
2011074350548,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,裏起毛スウェットパンツ/M/GRAY,（未使用）,（未使用）,9350,M,GRAY,2011074350548,0,0,1,4,1,1,1,1,,,
2011074350838,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,裏起毛スウェットパンツ/S/NAVY,（未使用）,（未使用）,9350,S,NAVY,2011074350838,0,0,1,4,1,1,1,1,,,
2011074350845,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,裏起毛スウェットパンツ/M/NAVY,（未使用）,（未使用）,9350,M,NAVY,2011074350845,0,0,1,4,1,1,1,1,,,
2011075440217,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,フラワープリントパンツ/FREE/WHITE,（未使用）,（未使用）,10290,FREE,WHITE,2011075440217,0,0,1,4,1,1,1,1,,,
2011075440811,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,フラワープリントパンツ/FREE/NAVY,（未使用）,（未使用）,10290,FREE,NAVY,2011075440811,0,0,1,4,1,1,1,1,,,
2011075640136,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,ウェストスタッズパンツ/S/BLACK,（未使用）,（未使用）,12600,S,BLACK,2011075640136,0,0,1,4,1,1,1,1,,,
2011075640143,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,ウェストスタッズパンツ/M/BLACK,（未使用）,（未使用）,12600,M,BLACK,2011075640143,0,0,1,4,1,1,1,1,,,
2011075640433,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,ウェストスタッズパンツ/S/BEIGE,（未使用）,（未使用）,12600,S,BEIGE,2011075640433,0,0,1,4,1,1,1,1,,,
2011075640440,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,ウェストスタッズパンツ/M/BEIGE,（未使用）,（未使用）,12600,M,BEIGE,2011075640440,0,0,1,4,1,1,1,1,,,
2011075670119,属性セット（標準）,dannyanne,,simple,Danny&Anne,パンツ,サテンパンツ/FREE/BLACK,（未使用）,（未使用）,9350,FREE,BLACK,2011075670119,0,0,1,4,1,1,1,1,,,
2011098540413,属性セット（標準）,dannyanne,,simple,Danny&Anne,グッズ,チェーンBAG/FREE/BEIGE,（未使用）,（未使用）,17850,FREE,BEIGE,2011098540413,0,0,1,4,1,1,1,1,,,
2011098540512,属性セット（標準）,dannyanne,,simple,Danny&Anne,グッズ,チェーンBAG/FREE/GRAY,（未使用）,（未使用）,17850,FREE,GRAY,2011098540512,0,0,1,4,1,1,1,1,,,
2011098550412,属性セット（標準）,dannyanne,,simple,Danny&Anne,グッズ,タッセルBAG/FREE/BEIGE,（未使用）,（未使用）,17850,FREE,BEIGE,2011098550412,0,0,1,4,1,1,1,1,,,
2011098550610,属性セット（標準）,dannyanne,,simple,Danny&Anne,グッズ,タッセルBAG/FREE/PINK,（未使用）,（未使用）,17850,FREE,PINK,2011098550610,0,0,1,4,1,1,1,1,,,
2011108710133,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ローヒールパンプス/S/BLACK,（未使用）,（未使用）,15750,S,BLACK,2011108710133,0,0,1,4,1,1,1,1,,,
2011108710140,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ローヒールパンプス/M/BLACK,（未使用）,（未使用）,15750,M,BLACK,2011108710140,0,0,1,4,1,1,1,1,,,
2011108710157,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ローヒールパンプス/L/BLACK,（未使用）,（未使用）,15750,L,BLACK,2011108710157,0,0,1,4,1,1,1,1,,,
2011108710164,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ローヒールパンプス/LL/BLACK,（未使用）,（未使用）,15750,LL,BLACK,2011108710164,0,0,1,4,1,1,1,1,,,
2011108720736,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ローヒールパンプス/S/BLUE,（未使用）,（未使用）,15750,S,BLUE,2011108720736,0,0,1,4,1,1,1,1,,,
2011108720743,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ローヒールパンプス/M/BLUE,（未使用）,（未使用）,15750,M,BLUE,2011108720743,0,0,1,4,1,1,1,1,,,
2011108720750,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ローヒールパンプス/L/BLUE,（未使用）,（未使用）,15750,L,BLUE,2011108720750,0,0,1,4,1,1,1,1,,,
2011108720767,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ローヒールパンプス/LL/BLUE,（未使用）,（未使用）,15750,LL,BLUE,2011108720767,0,0,1,4,1,1,1,1,,,
2011108730131,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/S/BLACK,（未使用）,（未使用）,25200,S,BLACK,2011108730131,0,0,1,4,1,1,1,1,,,
2011108730148,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/M/BLACK,（未使用）,（未使用）,25200,M,BLACK,2011108730148,0,0,1,4,1,1,1,1,,,
2011108730155,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/L/BLACK,（未使用）,（未使用）,25200,L,BLACK,2011108730155,0,0,1,4,1,1,1,1,,,
2011108730162,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/LL/BLACK,（未使用）,（未使用）,25200,LL,BLACK,2011108730162,0,0,1,4,1,1,1,1,,,
2011108730438,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/S/BEIGE,（未使用）,（未使用）,25200,S,BEIGE,2011108730438,0,0,1,4,1,1,1,1,,,
2011108730445,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/M/BEIGE,（未使用）,（未使用）,25200,M,BEIGE,2011108730445,0,0,1,4,1,1,1,1,,,
2011108730452,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/L/BEIGE,（未使用）,（未使用）,25200,L,BEIGE,2011108730452,0,0,1,4,1,1,1,1,,,
2011108730469,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/LL/BEIGE,（未使用）,（未使用）,25200,LL,BEIGE,2011108730469,0,0,1,4,1,1,1,1,,,
2011108740031,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/S/その他,（未使用）,（未使用）,25200,S,その他,2011108740031,0,0,1,4,1,1,1,1,,,
2011108740048,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/M/その他,（未使用）,（未使用）,25200,M,その他,2011108740048,0,0,1,4,1,1,1,1,,,
2011108740055,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/L/その他,（未使用）,（未使用）,25200,L,その他,2011108740055,0,0,1,4,1,1,1,1,,,
2011108740062,属性セット（標準）,dannyanne,,simple,Danny&Anne,シューズ,ウェッジソールパンプス/LL/その他,（未使用）,（未使用）,25200,LL,その他,2011108740062,0,0,1,4,1,1,1,1,,,
201101518,属性セット（標準）,dannyanne,,configurable,Danny&Anne,アウター,テーラードジャケット,テーラードジャケット概要,テーラードジャケット詳細説明文,25200,,,201101518,1,1,1,4,4,0,1,1,2011015180111,size,FREE
,,,,,,,,,,,,,,,,,,,,,,2011015180418,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011015180111,color,BLACK
201101659,属性セット（標準）,dannyanne,,configurable,Danny&Anne,アウター,ノーカラーライダースジャケット,ノーカラーライダースジャケット概要,ノーカラーライダースジャケット詳細説明文,19950,,,201101659,1,1,1,4,4,0,1,1,2011016590438,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011016590148,color,BLACK
,,,,,,,,,,,,,,,,,,,,,,2011016590445,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011016590148,size,M
,,,,,,,,,,,,,,,,,,,,,,2011016590131,size,S
,,,,,,,,,,,,,,,,,,,,,,2011016590131,color,BLACK
201102405,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,アシンメトリーフレアーノースリーブ,アシンメトリーフレアーノースリーブ概要,アシンメトリーフレアーノースリーブ詳細説明文,12600,,,201102405,1,1,1,4,4,0,1,1,2011024050214,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024050412,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011024050214,size,FREE
201102416,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,シフォンフレアージレ,シフォンフレアージレ概要,シフォンフレアージレ詳細説明文,11550,,,201102416,1,1,1,4,4,0,1,1,2011024160111,color,BLACK
,,,,,,,,,,,,,,,,,,,,,,2011024160210,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024160111,size,FREE
201102419,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,スリットスリーブシャツ,スリットスリーブシャツ概要,スリットスリーブシャツ詳細説明文,11550,,,201102419,1,1,1,4,4,0,1,1,2011024190439,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011024190248,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024190446,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011024190248,size,M
,,,,,,,,,,,,,,,,,,,,,,2011024190231,size,S
,,,,,,,,,,,,,,,,,,,,,,2011024190231,color,WHITE
201102420,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,ポンチョシャツ(BLUE),ポンチョシャツ(BLUE)概要,ポンチョシャツ(BLUE)詳細説明文,12600,,,201102420,1,1,1,4,4,0,1,1,2011024200718,color,BLUE
,,,,,,,,,,,,,,,,,,,,,,2011024200718,size,FREE
201102421,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,アシンメトリーフレアブラウス,アシンメトリーフレアブラウス概要,アシンメトリーフレアブラウス詳細説明文,15750,,,201102421,1,1,1,4,4,0,1,1,2011024210847,color,NAVY
,,,,,,,,,,,,,,,,,,,,,,2011024210243,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024210830,color,NAVY
,,,,,,,,,,,,,,,,,,,,,,2011024210243,size,M
,,,,,,,,,,,,,,,,,,,,,,2011024210236,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024210236,size,S
201102422,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,ボウタイロングシャツ,ボウタイロングシャツ概要,ボウタイロングシャツ詳細説明文,12600,,,201102422,1,1,1,4,4,0,1,1,2011024220815,color,NAVY
,,,,,,,,,,,,,,,,,,,,,,2011024220419,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011024220211,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024220211,size,FREE
201102427,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,ぺプラムシャツ,ぺプラムシャツ概要,ぺプラムシャツ詳細説明文,11550,,,201102427,1,1,1,4,4,0,1,1,2011024270735,color,BLUE
,,,,,,,,,,,,,,,,,,,,,,2011024270438,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011024270742,color,BLUE
,,,,,,,,,,,,,,,,,,,,,,2011024270445,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011024270247,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024270247,size,M
,,,,,,,,,,,,,,,,,,,,,,2011024270230,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024270230,size,S
201102431,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,レース×裏起毛スウェットプルオーバー,レース×裏起毛スウェットプルオーバー概要,レース×裏起毛スウェットプルオーバー詳細説明文,12600,,,201102431,1,1,1,4,4,0,1,1,2011024310219,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024310219,size,FREE
201102432,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,レース×ジョーゼットノースリーブ,レース×ジョーゼットノースリーブ概要,レース×ジョーゼットノースリーブ詳細説明文,11550,,,201102432,1,1,1,4,4,0,1,1,2011024320447,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011024320249,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024320430,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011024320249,size,M
,,,,,,,,,,,,,,,,,,,,,,2011024320232,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024320232,size,S
201102433,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,レース×ジョーゼットワンピース,レース×ジョーゼットワンピース概要,レース×ジョーゼットワンピース詳細説明文,13650,,,201102433,1,1,1,4,4,0,1,1,2011024330835,color,NAVY
,,,,,,,,,,,,,,,,,,,,,,2011024330842,color,NAVY
,,,,,,,,,,,,,,,,,,,,,,2011024330248,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024330248,size,M
,,,,,,,,,,,,,,,,,,,,,,2011024330231,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024330231,size,S
201102465,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,レース×天竺キャミソール,レース×天竺キャミソール概要,レース×天竺キャミソール詳細説明文,5780,,,201102465,1,1,1,4,4,0,1,1,2011024650148,color,BLACK
,,,,,,,,,,,,,,,,,,,,,,2011024650247,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024650230,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024650148,size,M
,,,,,,,,,,,,,,,,,,,,,,2011024650131,color,BLACK
,,,,,,,,,,,,,,,,,,,,,,2011024650131,size,S
201102466,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,バッククロスベアトップ,バッククロスベアトップ概要,バッククロスベアトップ詳細説明文,3990,,,201102466,1,1,1,4,4,0,1,1,2011024660116,color,BLACK
,,,,,,,,,,,,,,,,,,,,,,2011024660512,color,GRAY
,,,,,,,,,,,,,,,,,,,,,,2011024660116,size,FREE
201102475,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,レース×裏起毛スウェットプルオーバー,レース×裏起毛スウェットプルオーバー概要,レース×裏起毛スウェットプルオーバー詳細説明文,12600,,,201102475,1,1,1,4,4,0,1,1,2011024750510,color,GRAY
,,,,,,,,,,,,,,,,,,,,,,2011024750510,size,FREE
201102476,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,ポンチョシャツ(WHITE),ポンチョシャツ(WHITE)概要,ポンチョシャツ(WHITE)詳細説明文,12600,,,201102476,1,1,1,4,4,0,1,1,2011024760212,color,WHITE
,,,,,,,,,,,,,,,,,,,,,,2011024760212,size,FREE
201102501,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,バックリボンフレアーチュニック,バックリボンフレアーチュニック概要,バックリボンフレアーチュニック詳細説明文,10500,,,201102501,1,1,1,4,4,0,1,1,2011025010910,color,YELLOW
,,,,,,,,,,,,,,,,,,,,,,2011025010217,size,FREE
,,,,,,,,,,,,,,,,,,,,,,2011025010217,color,WHITE
201102502,属性セット（標準）,dannyanne,,configurable,Danny&Anne,トップス,アシンメトリーフレアーヘムブラウス,アシンメトリーフレアーヘムブラウス概要,アシンメトリーフレアーヘムブラウス詳細説明文,12600,,,201102502,1,1,1,4,4,0,1,1,2011025020438,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011025020445,color,BEIGE
,,,,,,,,,,,,,,,,,,,,,,2011025020148,color,BLACK
,,,,,,,,,,,,,,,,,,,,,,2011025020148,size,M
,,,,,,,,,,,,,,,,,,,,,,2011025020131,color,BLACK
,,,,,,,,,,,,,,,,,,,,,,2011025020131,size,S
